year,municipality_nis_code,Gemiddeld_inkomen_per_aangifte,Mediaan_inkomen_per_aangifte,Gemiddeld_inkomen_per_inwoner,Interkwartiel_verschil,Interkwartiele_coefficient,Interkwartiele_assymmetrie,Welvaartsindex
2013,45063,34122,27208,18759,29122,107,26,110
2013,45064,33631,25403,19216,28169,111,26,113
2013,45065,36061,27476,19742,29548,108,28,116
2013,46000,32213,25022,17879,24440,98,25,105
2013,46003,34286,26301,19221,26807,102,28,113
2013,46013,33332,25456,18358,25588,101,33,108
2013,46014,31906,25152,17391,24613,98,22,102
2013,46020,33734,26297,18301,27140,103,27,108
2013,46021,30293,23723,17016,22166,93,22,100
2013,46024,32476,25315,18092,24546,97,26,106
2013,46025,32404,24690,17892,23742,96,27,105
2013,50000,26724,20575,15003,19422,94,29,88
2013,51000,29228,22823,16474,22738,100,24,97
2013,51004,29949,23284,17220,23886,103,24,101
2013,51008,28084,22070,15716,20902,95,24,92
2013,51009,26188,20410,15071,19013,93,28,89
2013,51012,29001,23122,15327,22963,99,27,90
2013,51014,30676,24570,16532,25302,103,26,97
2013,51017,30114,23381,16896,23068,99,24,99
2013,51019,29956,23101,17485,23514,102,23,103
2013,51065,30538,23962,16779,22829,95,22,99
2013,52000,25252,19602,14080,17440,89,29,83
2013,52010,24977,19857,14428,17217,87,28,85
2013,52011,23011,18185,12767,15246,84,33,75
2013,52012,23413,19024,12954,15543,82,28,76
2013,52015,25589,20584,14419,18175,88,24,85
2013,52018,21792,17699,11366,13899,79,34,67
2013,52021,26639,20639,14960,19476,94,28,88
2013,52022,25514,19916,14516,17480,88,28,85
2013,52025,34303,25432,19546,27123,107,28,115
2013,52043,25608,19989,14315,18188,91,28,84
2013,52048,33544,25296,19628,26174,103,27,115
2013,52055,32227,24558,17906,26349,107,29,105
2013,52063,32587,23025,18175,25528,111,30,107
2013,52074,27236,21361,14945,19338,91,22,88
2013,52075,33971,24601,19026,27326,111,29,112
2013,53000,26201,19987,14874,19096,96,32,87
2013,53014,23139,18229,13466,15921,87,36,79
2013,53020,24553,18846,14166,17234,91,37,83
2013,53028,25288,19867,14595,18098,91,31,86
2013,53039,25877,19914,14401,19037,96,33,85
2013,53044,36488,27388,18457,32108,117,29,108
2013,53046,31072,23993,16695,24457,102,27,98
2013,53053,26694,20083,15085,20024,100,31,89
2013,53065,23284,18234,13250,15880,87,37,78
2013,53068,24290,19170,14211,16914,88,30,84
2013,53070,27570,21325,16252,20390,96,27,95
2013,53082,22721,17772,12658,15044,85,38,74
2013,53083,29505,23228,16858,23939,103,24,99
2013,53084,31182,23632,17722,25586,108,29,104
2013,54000,25670,20733,14131,18060,87,24,83
2013,54007,25866,20717,14162,18222,88,25,83
2013,54010,25069,20782,14033,17531,84,21,82
2013,55000,28437,21528,15768,21384,99,28,93
2013,55004,31415,23855,17368,25659,108,25,102
2013,55010,33320,24429,18273,25783,106,27,107
2013,55022,25137,19397,14017,17559,91,31,82
2013,55023,27682,21957,15777,21270,97,25,93
2013,55035,31662,23494,17521,24921,106,26,103
2013,55039,35133,26137,19051,31044,119,30,112
2013,55040,30668,22994,16608,23988,104,26,98
2013,55050,29670,22922,16541,22740,99,28,97
2013,56000,27606,21018,15672,20460,97,29,92
2013,56001,25366,20168,14467,17635,87,27,85
2013,56005,27514,20772,15407,20829,100,32,91
2013,56011,26072,19889,15092,18284,92,33,89
2013,56016,25168,19705,14348,18262,93,30,84
2013,56022,25147,20280,14057,18283,90,24,83
2013,56029,25077,19546,14134,18188,93,33,83
2013,56044,31294,24199,17425,24966,103,26,102
2013,56049,27641,21067,14956,21345,101,31,88
2013,56051,23903,18685,13044,16048,86,31,77
2013,56078,31357,23632,17864,24288,103,26,105
2013,56085,29721,22125,16305,23369,106,31,96
2013,56086,35014,26148,19961,29262,112,29,117
2013,56087,25836,19771,14861,18589,94,33,87
2013,56088,27105,21136,15200,20673,98,28,89
2013,57000,27896,21594,15844,21019,97,26,93
2013,57003,26028,21479,14708,18525,86,19,86
2013,57018,29259,23190,16003,23200,100,23,94
2013,57027,28991,22035,15914,20651,94,24,94
2013,57062,28661,22215,15870,22095,99,27,93
2013,57064,26197,20636,14531,19154,93,27,85
2013,57072,28349,22850,15722,20884,91,25,92
2013,57081,27975,21253,16230,21215,100,28,95
2013,57093,27894,22177,15266,21120,95,24,90
2013,57094,28113,22066,16228,21636,98,26,95
2013,57095,30797,24231,16669,24768,102,27,98
2013,60000,28081,21498,15904,21400,100,26,93
2013,61000,30620,23202,17156,24560,106,25,101
2013,61003,27615,22029,15712,20553,93,21,92
2013,61010,35372,26138,18685,33065,127,34,110
2013,61012,32719,24507,17452,26805,109,27,103
2013,61019,31564,23658,17478,25939,110,29,103
2013,61024,27731,22100,15947,22030,100,24,94
2013,61028,33449,25579,17546,29718,116,27,103
2013,61031,26732,19863,15933,19763,99,31,94
2013,61039,31203,24307,17276,24477,101,23,102
2013,61041,34079,26174,18043,29383,112,24,106
2013,61043,38620,26794,21406,34946,130,35,126
2013,61048,30599,24107,17039,24379,101,22,100
2013,61063,35334,27433,18759,32227,117,25,110
2013,61068,33337,24688,18148,27879,113,27,107
2013,61072,31230,24046,17526,24573,102,24,103
2013,61079,34002,25876,18970,27173,105,22,111
2013,61080,25930,21160,14289,19183,91,22,84
2013,61081,34596,25096,19025,30244,121,35,112
2013,62000,26938,20652,15444,19992,97,27,91
2013,62003,27164,21638,15723,20512,95,23,92
2013,62006,31913,24449,18479,25645,105,24,109
2013,62009,29094,22176,16610,23465,106,28,98
2013,62011,29506,23401,16756,22613,97,24,98
2013,62015,27281,21707,15289,21429,99,26,90
2013,62022,36271,25037,21297,29451,118,28,125
2013,62026,27103,21615,15609,20265,94,24,92
2013,62027,33762,25970,18866,27676,107,25,111
2013,62032,33543,24215,19791,27698,114,27,116
2013,62038,27801,21948,15999,20969,96,24,94
2013,62051,24302,19635,13883,17320,88,28,82
2013,62060,32508,25489,18084,26869,105,25,106
2013,62063,24433,18399,14176,17754,96,33,83
2013,62079,28301,22428,16446,21439,96,22,97
2013,62093,23418,19611,12963,16014,82,23,76
2013,62096,23719,18945,13539,16028,85,28,80
2013,62099,30689,23729,16808,24301,102,25,99
2013,62100,33432,24610,18924,28794,117,29,111
2013,62108,28269,22140,15903,21875,99,25,93
2013,62118,25641,21058,14617,18907,90,22,86
2013,62119,32879,25278,18475,26594,105,25,109
2013,62120,26506,21122,15159,19215,91,24,89
2013,62121,38483,27915,21697,33347,119,31,127
2013,62122,29691,22673,16898,23610,104,26,99
2013,63000,28468,22034,15803,22112,100,25,93
2013,63001,28556,23393,15494,21416,92,22,91
2013,63003,30208,22660,17447,26548,117,32,103
2013,63004,30720,24338,17274,24746,102,24,102
2013,63012,27289,23073,14725,19762,86,20,87
2013,63013,26327,22340,15010,19205,86,20,88
2013,63020,23774,18427,12211,16884,92,34,72
2013,63023,29624,22447,16804,22142,99,22,99
2013,63035,31838,24389,17743,26431,108,25,104
2013,63038,33376,25638,18556,29451,115,26,109
2013,63040,28174,21780,14918,20344,93,24,88
2013,63045,29225,23541,16311,25731,109,23,96
2013,63046,28914,23050,15975,22314,97,23,94
2013,63048,31030,23977,16804,24588,103,24,99
2013,63049,28382,22498,16356,21662,96,20,96
2013,63057,37325,28123,20450,31199,111,22,120
2013,63058,27943,22201,15496,22551,102,26,91
2013,63061,33751,23391,17950,25532,109,27,105
2013,63067,29339,23480,16520,21521,92,22,97
2013,63072,26298,20569,16351,19309,94,25,96
2013,63073,27794,22156,15931,22098,100,23,94
2013,63075,31336,24118,17396,27664,115,29,102
2013,63076,31574,24294,18000,27219,112,27,106
2013,63079,24615,18659,13543,17921,96,35,80
2013,63080,27778,22608,15301,22180,98,22,90
2013,63084,29502,23487,16681,23272,99,23,98
2013,63086,27808,22294,16035,21825,98,20,94
2013,63087,29180,23868,15726,21371,90,19,92
2013,63088,28347,22508,15673,20991,93,20,92
2013,63089,33616,25899,17664,31221,121,25,104
2013,64000,32288,24624,18122,26720,109,26,106
2013,64008,34021,26135,18092,27747,106,27,106
2013,64015,33449,26321,18175,28740,109,22,107
2013,64021,34353,26908,18683,29179,108,24,110
2013,64023,36008,27849,19932,30428,109,29,117
2013,64025,32397,25306,18689,26908,106,26,110
2013,64029,35310,26088,18724,30910,118,29,110
2013,64034,32717,24100,18232,27260,113,30,107
2013,64047,32844,24368,18332,29390,121,32,108
2013,64056,32051,24395,17973,25432,104,28,106
2013,64063,33756,26510,18167,28595,108,26,107
2013,64065,28269,22111,16396,21773,98,26,96
2013,64074,30172,23392,18021,23978,103,24,106
2013,64075,30932,23751,16728,25578,108,24,98
2013,64076,34890,26707,19014,30618,115,25,112
2013,70000,30182,24205,16886,22300,92,21,99
2013,71000,30651,24260,17264,22766,94,21,101
2013,71002,31409,25216,17267,23399,93,23,101
2013,71004,30138,24462,16028,21396,87,21,94
2013,71011,32778,26001,18122,25553,98,25,106
2013,71016,27578,21953,15227,19273,88,19,89
2013,71017,32416,25489,17840,24071,94,26,105
2013,71020,31723,24519,17819,24125,98,28,105
2013,71022,31966,24678,19106,24882,101,24,112
2013,71024,32252,25207,18193,26240,104,26,107
2013,71034,28662,24189,16319,20241,84,14,96
2013,71037,32961,25662,18394,25520,99,27,108
2013,71045,30530,24305,17437,23647,97,25,102
2013,71047,31274,25843,16695,24382,94,22,98
2013,71053,29491,22889,17601,22386,98,24,103
2013,71057,32796,26133,18323,24008,92,24,108
2013,71066,31841,25016,17807,24584,98,25,105
2013,71067,31789,25873,17936,24085,93,19,105
2013,71069,31456,25565,17248,22692,89,21,101
2013,71070,30133,23965,16158,20864,87,19,95
2013,72000,29566,24486,16245,21610,88,18,95
2013,72003,28617,24538,15750,20676,84,16,93
2013,72004,29706,24419,16723,21565,88,19,98
2013,72018,28805,24229,15486,20944,86,17,91
2013,72020,30488,24841,16849,21730,87,18,99
2013,72021,29807,24029,16585,22045,92,20,97
2013,72025,30323,24939,16582,22059,88,20,97
2013,72029,30523,25160,16596,21841,87,20,98
2013,72030,30302,25414,16738,23385,92,21,98
2013,72037,28365,23684,15409,20536,87,19,91
2013,72038,30333,25269,16538,23575,93,17,97
2013,72039,28372,23729,15458,19840,84,15,91
2013,72040,30490,25533,16703,22261,87,16,98
2013,72041,28334,23476,15608,20418,87,19,92
2013,73000,29913,23702,16856,22144,93,23,99
2013,73001,33379,25686,18385,27075,105,26,108
2013,73006,30290,24195,17052,22616,93,22,100
2013,73009,30567,24229,17415,22885,94,23,102
2013,73022,29700,23563,16546,22034,94,28,97
2013,73028,33963,24972,19579,34184,137,43,115
2013,73032,30792,24687,17291,23004,93,22,102
2013,73040,32144,25769,18154,25414,99,23,107
2013,73042,30938,23819,17514,22978,96,21,103
2013,73066,30474,24238,16746,22565,93,24,98
2013,73083,29779,23351,17475,22360,96,23,103
2013,73098,31917,25330,17854,23581,93,23,105
2013,73107,26455,21883,14674,18616,85,18,86
2013,73109,29388,23211,16256,23154,100,24,96
2013,80000,31005,23709,16556,25632,108,24,97
2013,81000,37024,27548,19056,31240,113,22,112
2013,81001,38128,27597,20129,33382,121,24,118
2013,81003,48242,33348,22099,44734,134,32,130
2013,81004,30976,25564,15806,24476,96,16,93
2013,81013,32097,25829,16514,27662,107,19,97
2013,81015,39626,29999,20352,33773,113,21,120
2013,82000,28981,23175,15374,24178,104,23,90
2013,82003,29080,23199,15409,24413,105,22,91
2013,82005,30580,24870,15694,25684,103,19,92
2013,82009,33553,26132,16588,29268,112,24,97
2013,82014,27793,22572,15472,21790,97,22,91
2013,82032,27139,22021,15171,21518,98,24,89
2013,82036,31329,24686,15533,27776,113,26,91
2013,82037,27577,22248,14517,23312,105,27,85
2013,82038,29083,21995,15450,23352,106,32,91
2013,83000,27554,21815,15345,21872,100,24,90
2013,83012,26611,21005,15150,20832,99,28,89
2013,83013,27033,20642,15185,22269,108,34,89
2013,83028,26853,21824,14386,21505,99,21,85
2013,83031,25088,20010,14398,18602,93,28,85
2013,83034,27665,22138,15434,22102,100,22,91
2013,83040,30226,23506,16327,23791,101,21,96
2013,83044,27071,22363,15075,21872,98,18,89
2013,83049,29936,23629,16211,25308,107,24,95
2013,83055,29338,22435,16375,23368,104,28,96
2013,84000,28887,22538,15700,23512,104,25,92
2013,84009,27282,22000,15042,21862,99,25,88
2013,84010,24884,19086,15023,17784,93,34,88
2013,84016,27477,20915,14874,19514,93,33,87
2013,84029,27311,21180,15359,20044,95,25,90
2013,84033,34424,26020,16314,32311,124,32,96
2013,84035,30092,23045,16455,24184,105,25,97
2013,84043,30799,23748,15930,25998,109,25,94
2013,84050,26673,21247,14549,21261,100,28,85
2013,84059,27245,21791,15632,22501,103,27,92
2013,84068,29404,23218,15509,23514,101,23,91
2013,84075,27788,22360,15319,20656,92,17,90
2013,84077,30977,24026,16670,26575,111,23,98
2013,85000,32463,24430,17008,27097,111,26,100
2013,85007,29728,23269,15968,23330,100,24,94
2013,85009,39090,28098,19272,36105,128,32,113
2013,85011,26928,20063,15645,19212,96,29,92
2013,85024,30196,24289,16175,23854,98,20,95
2013,85026,33954,27458,16821,28892,105,22,99
2013,85034,36443,26910,18741,30617,114,29,110
2013,85039,32131,25058,16218,26845,107,26,95
2013,85045,29903,22873,16275,24131,105,25,96
2013,85046,37395,27458,18347,33127,121,29,108
2013,85047,29299,22762,15908,22824,100,24,93
2013,90000,29597,22597,16613,23706,105,26,98
2013,91000,27887,21607,15663,22008,102,27,92
2013,91005,28297,22497,15959,22706,101,26,94
2013,91013,27009,21456,14760,21156,99,26,87
2013,91015,26313,20889,14536,19189,92,23,85
2013,91030,28382,22106,16313,22746,103,26,96
2013,91034,25733,19179,15194,19420,101,36,89
2013,91054,26574,21193,14788,20546,97,29,87
2013,91059,32055,25695,16709,28411,111,25,98
2013,91064,29016,22405,15606,23295,104,27,92
2013,91072,28133,21409,15985,21548,101,26,94
2013,91103,29675,22849,16538,24177,106,26,97
2013,91114,27166,21831,15027,21480,98,24,88
2013,91120,28902,22559,15823,22848,101,25,93
2013,91141,32560,24547,17891,28665,117,28,105
2013,91142,23316,18120,13989,15772,87,37,82
2013,91143,24327,18734,13934,17374,93,40,82
2013,92000,30646,23207,17165,25062,108,26,101
2013,92003,27666,21698,15413,21613,100,27,91
2013,92006,35207,27096,18557,31936,118,26,109
2013,92035,34262,25489,18656,28649,112,28,110
2013,92045,32925,26243,17579,28730,109,26,103
2013,92048,30124,23268,16204,24830,107,24,95
2013,92054,33509,25130,18018,30437,121,28,106
2013,92087,30142,23256,16486,24758,106,27,97
2013,92094,29596,22112,17170,23399,106,26,101
2013,92097,30190,24262,16394,26401,109,23,96
2013,92101,33227,25317,18400,28156,111,24,108
2013,92114,32067,24007,17518,28136,117,33,103
2013,92137,26640,20891,15533,19378,93,26,91
2013,92138,35586,27070,18672,31434,116,27,110
2013,92140,29970,23215,16347,24183,104,25,96
2013,92141,37594,28416,19525,34556,122,30,115
2013,92142,34054,25618,18573,29827,116,27,109
2013,93000,27517,21619,15581,20682,96,25,92
2013,93010,27669,22352,15421,20954,94,24,91
2013,93014,24814,19393,14183,17416,90,30,83
2013,93018,25573,20910,14503,18918,90,25,85
2013,93022,28109,22375,16002,21426,96,22,94
2013,93056,26712,21682,15296,20246,93,22,90
2013,93088,31132,24170,17152,24967,103,26,101
2013,93090,24126,18898,14301,16075,85,31,84
2014,1000,31655,23742,17684,24703,104,24,100
2014,2000,33519,25423,18949,26104,103,25,107
2014,3000,29595,22212,16671,22918,103,27,94
2014,3001,30488,23458,16902,22973,98,23,96
2014,4000,27252,19044,13839,20203,106,32,78
2014,10000,32856,24956,18495,25167,101,24,105
2014,11000,32301,24197,18114,24443,101,23,102
2014,11001,40979,28929,23250,31264,108,30,131
2014,11002,27983,21694,15615,20268,93,22,88
2014,11004,38207,27179,21490,33077,122,31,122
2014,11005,30060,23794,16918,22102,93,23,96
2014,11007,32212,25558,18745,23347,91,20,106
2014,11008,38027,26398,21714,29052,110,30,123
2014,11009,35697,27615,19913,29852,108,27,113
2014,11013,38681,27878,22345,29260,105,29,126
2014,11016,33462,26203,17825,27036,103,25,101
2014,11018,33388,26616,18324,25377,95,26,104
2014,11021,45463,29514,24754,39419,134,37,140
2014,11022,36656,27164,19910,29979,110,28,113
2014,11023,39068,27940,21963,31392,112,30,124
2014,11024,39824,28080,22063,32595,116,32,125
2014,11025,39286,28630,21487,34891,122,33,122
2014,11029,35180,26323,20337,28293,107,25,115
2014,11030,31938,26280,17966,23272,89,20,102
2014,11035,36625,27134,20732,30668,113,32,117
2014,11037,36711,27750,20451,29371,106,30,116
2014,11038,35897,27603,20122,27695,100,29,114
2014,11039,42603,27347,23902,33514,123,30,135
2014,11040,35953,26106,20626,27330,105,29,117
2014,11044,36724,28749,20498,29074,101,30,116
2014,11050,34674,26490,20222,27087,102,27,114
2014,11052,34532,26464,19885,27252,103,26,112
2014,11053,33479,26433,18240,27935,106,25,103
2014,11054,35456,26593,20298,28788,108,29,115
2014,11055,39025,26947,22005,31139,116,29,124
2014,11056,34076,26881,19964,25174,94,26,113
2014,11057,34256,25746,19334,27679,108,26,109
2014,12000,34258,25893,19461,27025,104,26,110
2014,12002,33423,25866,19029,25593,99,24,108
2014,12005,42192,28260,23823,35953,127,34,135
2014,12007,35848,27205,20514,28651,105,30,116
2014,12009,34884,25939,20007,27614,106,28,113
2014,12014,32915,25743,19008,25758,100,24,107
2014,12021,32789,24946,19438,24891,100,23,110
2014,12025,32970,25153,18633,25730,102,23,105
2014,12026,34203,26027,19069,27064,104,29,108
2014,12029,34076,25984,19524,27473,106,30,110
2014,12030,37004,27956,20656,30213,108,29,117
2014,12034,35640,26936,19530,29269,109,32,110
2014,12035,36507,26784,20463,30544,114,30,116
2014,12040,32976,25570,18073,25346,99,26,102
2014,13000,33064,26001,18644,25491,98,23,105
2014,13001,31940,26269,17353,25682,98,21,98
2014,13002,28525,21348,15359,22487,105,30,87
2014,13003,32401,25939,18285,24805,96,26,103
2014,13004,35591,27631,19510,27688,100,24,110
2014,13006,32820,26416,18107,23255,88,21,102
2014,13008,33688,26032,19349,26448,102,25,109
2014,13010,35046,26628,19897,27826,105,26,113
2014,13011,31831,25195,18968,23847,95,22,107
2014,13012,31850,25270,18432,24490,97,26,104
2014,13013,32849,25890,18726,24770,96,23,106
2014,13014,32376,25244,17453,25473,101,22,99
2014,13016,32845,25887,18777,25800,100,25,106
2014,13017,34985,26731,19609,27673,104,27,111
2014,13019,33848,26675,18758,27093,102,25,106
2014,13021,32281,25953,18342,24638,95,25,104
2014,13023,33334,26359,17815,27710,105,26,101
2014,13025,33523,25979,18855,25709,99,23,107
2014,13029,33906,27029,18948,25812,95,26,107
2014,13031,36574,27698,19984,29656,107,27,113
2014,13035,31250,25192,16980,24652,98,22,96
2014,13036,33550,26490,18202,26476,100,26,103
2014,13037,31746,26222,17349,24182,92,20,98
2014,13040,30071,23978,17628,22314,93,18,100
2014,13044,32656,25882,18775,25634,99,21,106
2014,13046,39133,28483,21382,31094,109,29,121
2014,13049,34113,27029,19359,26036,96,23,109
2014,13053,32265,26213,18573,24308,93,23,105
2014,20001,37771,27259,20749,30574,112,28,117
2014,20002,36507,25302,20167,30831,122,28,114
2014,21000,27252,19044,13839,20203,106,32,78
2014,21001,22887,17757,11618,16293,92,31,66
2014,21002,35382,23958,18215,28443,119,28,103
2014,21003,29020,21435,15614,22081,103,29,88
2014,21004,24930,17534,12254,18137,103,35,69
2014,21005,27891,19984,14072,21790,109,27,80
2014,21006,26666,20682,13596,20225,98,28,77
2014,21007,26614,19212,14311,19986,104,32,81
2014,21008,27077,20664,15231,19737,96,28,86
2014,21009,29077,18495,15428,22305,121,34,87
2014,21010,27150,20901,14959,20624,99,28,85
2014,21011,24631,18735,12616,18235,97,33,71
2014,21012,22058,17207,10350,15776,92,33,59
2014,21013,22709,16406,12296,16618,101,34,70
2014,21014,18856,14998,8824,13759,92,25,50
2014,21015,24134,17629,11663,17800,101,32,66
2014,21016,36067,22252,19325,26486,119,31,109
2014,21017,35280,23431,19681,28247,121,31,111
2014,21018,33519,23462,16515,26687,114,27,93
2014,21019,41079,25539,19318,32456,127,28,109
2014,23000,37815,27178,20518,30502,112,28,116
2014,23002,35938,26393,19778,28247,107,24,112
2014,23003,39264,27665,20962,32854,119,31,119
2014,23009,35340,26496,19166,29249,110,28,108
2014,23016,37992,27334,21300,31513,115,28,120
2014,23023,38554,29652,21081,33036,111,28,119
2014,23024,38542,27700,21746,32169,116,33,123
2014,23025,37783,27398,21123,29551,108,26,119
2014,23027,33280,25913,19113,25115,97,24,108
2014,23032,37463,27656,20964,32563,118,31,119
2014,23033,42810,27922,21782,35202,126,31,123
2014,23038,40965,28976,22667,35683,123,33,128
2014,23039,36956,27978,21148,29135,104,28,120
2014,23044,33385,25749,18786,25439,99,27,106
2014,23045,37353,28021,21164,30056,107,28,120
2014,23047,31452,25457,16316,24924,98,20,92
2014,23050,40896,28518,22892,34701,122,29,129
2014,23052,37171,27179,21303,29437,108,28,120
2014,23060,38166,28851,20964,31307,109,29,119
2014,23062,44859,28451,22667,38348,135,32,128
2014,23064,38771,27449,21200,36819,134,36,120
2014,23077,32811,25284,18011,25932,103,24,102
2014,23081,39247,29009,21591,32414,112,30,122
2014,23086,37798,28142,21478,32039,114,29,121
2014,23088,32624,25374,17286,26310,104,23,98
2014,23094,36183,26448,18492,29566,112,26,105
2014,23096,42353,30397,23289,36770,121,32,132
2014,23097,37799,28484,20700,32120,113,28,117
2014,23098,29324,23092,16571,22498,97,21,94
2014,23099,46539,28248,20522,39170,139,29,116
2014,23100,37059,25875,20634,31797,123,26,117
2014,23101,48902,27711,24641,37855,137,34,139
2014,23102,38504,25849,21005,30018,116,30,119
2014,23103,45036,28094,21661,39399,140,30,122
2014,23104,39774,28589,22294,31494,110,27,126
2014,23105,38919,29396,20811,32214,110,26,118
2014,24000,37718,27351,21036,30683,112,28,119
2014,24001,33629,26299,20099,25393,97,24,114
2014,24007,37078,28240,20703,30296,107,31,117
2014,24008,34471,26283,19390,27959,106,24,110
2014,24009,42494,29672,22761,37239,126,32,129
2014,24011,45078,31393,23828,40329,128,30,135
2014,24014,40956,28964,22674,34221,118,32,128
2014,24016,41156,30704,21750,37402,122,30,123
2014,24020,33695,25860,19471,26264,102,22,110
2014,24028,32521,25695,18349,25642,100,24,104
2014,24033,38933,28382,21677,33636,119,32,123
2014,24038,42964,30497,23420,38190,125,31,132
2014,24041,38878,29701,21489,33129,112,23,122
2014,24043,41574,29910,22183,37107,124,33,125
2014,24045,42331,28062,22710,35949,128,34,128
2014,24048,47029,29217,25779,38612,132,35,146
2014,24054,33799,25989,18893,27260,105,31,107
2014,24055,40916,28887,22077,34967,121,32,125
2014,24059,35189,27631,19636,27921,101,25,111
2014,24062,35617,25874,20261,29112,113,23,115
2014,24066,44164,30216,24066,38484,127,32,136
2014,24086,47125,32372,24997,42255,131,31,141
2014,24094,40882,29285,22103,35704,122,32,125
2014,24104,45255,28827,21248,37649,131,33,120
2014,24107,32793,25182,19215,24782,98,26,109
2014,24109,36461,26941,20820,29424,109,26,118
2014,24130,33400,26257,19176,26712,102,24,108
2014,24133,34654,27269,19605,27817,102,27,111
2014,24134,33123,26085,19298,24698,95,26,109
2014,24135,36716,27218,20509,31731,117,34,116
2014,24137,36995,28407,20126,33771,119,32,114
2014,25000,36507,25302,20167,30831,122,28,114
2014,25005,39034,27984,20804,35901,128,28,118
2014,25014,36041,26022,20357,30830,118,26,115
2014,25015,36642,26644,20427,30609,115,28,116
2014,25018,40969,26059,22380,37466,144,34,127
2014,25023,35868,25231,19348,33075,131,31,109
2014,25031,37321,25562,20495,31049,121,29,116
2014,25037,38940,25953,21530,33198,128,30,122
2014,25043,36642,26149,19870,33951,130,29,112
2014,25044,35687,26470,19832,30420,115,27,112
2014,25048,33643,23851,18966,28200,118,31,107
2014,25050,41130,25343,22398,33622,133,31,127
2014,25068,37891,27356,20553,35163,129,29,116
2014,25072,32985,24005,19898,26114,109,25,113
2014,25084,35456,26381,19730,30724,116,25,112
2014,25091,39906,25817,21830,33547,130,29,123
2014,25105,29898,23584,16442,22932,97,22,93
2014,25107,37188,26922,20041,33338,124,32,113
2014,25110,40816,26208,21217,35086,134,30,120
2014,25112,34943,24298,20154,28373,117,28,114
2014,25117,38464,27078,19945,38003,140,34,113
2014,25118,33448,25726,18859,28907,112,28,107
2014,25119,47601,25674,25040,36937,144,33,142
2014,25120,35008,26145,18937,30534,117,25,107
2014,25121,34007,23638,18767,29941,127,26,106
2014,25122,36309,27425,19019,34017,124,29,108
2014,25123,32836,25022,17959,27559,110,25,102
2014,25124,40540,27673,21252,37456,135,34,120
2014,30000,31835,24452,18478,24499,100,26,104
2014,31000,33710,25015,19981,26490,106,28,113
2014,31003,33317,25717,18838,27573,107,28,107
2014,31004,27339,21321,17805,19266,90,27,101
2014,31005,32762,25066,19727,26024,104,26,112
2014,31006,34729,25852,19405,28761,111,30,110
2014,31012,37591,27626,20806,32439,117,29,118
2014,31022,35087,27154,19482,28707,106,24,110
2014,31033,32156,25397,18435,26083,103,27,104
2014,31040,35263,27497,18994,30196,110,28,107
2014,31042,34624,26610,19500,30675,115,30,110
2014,31043,38287,23373,24542,26115,112,34,139
2014,32000,29827,23885,16746,23382,98,26,95
2014,32003,29618,23519,16914,23109,98,26,96
2014,32006,29659,24126,16284,23801,99,26,92
2014,32010,29819,24275,16843,22319,92,26,95
2014,32011,30422,24450,16963,23747,97,26,96
2014,32030,29185,22047,16238,24548,111,33,92
2014,33000,29880,23790,16850,22622,95,24,95
2014,33011,30523,23467,17896,23143,99,26,101
2014,33016,25135,21036,13549,17420,83,23,77
2014,33021,29062,23357,16239,22921,98,25,92
2014,33029,29546,24201,16446,21097,87,23,93
2014,33037,31215,25415,17076,24664,97,23,97
2014,33039,28311,22840,15831,21147,93,22,90
2014,33040,30368,24325,16429,23575,97,25,93
2014,33041,28728,23488,15494,22212,95,21,88
2014,34000,32272,25002,18327,24859,99,25,104
2014,34002,34803,27135,18906,28252,104,27,107
2014,34003,31792,25404,18062,24051,95,22,102
2014,34009,33106,26459,18362,27406,104,27,104
2014,34013,32161,25919,18208,24394,94,24,103
2014,34022,32373,23675,18869,24344,103,27,107
2014,34023,31411,24787,17634,25171,102,31,100
2014,34025,32776,26423,18559,26177,99,22,105
2014,34027,28561,22969,16397,20219,88,23,93
2014,34040,33228,25781,18875,26167,101,25,107
2014,34041,32519,25829,18234,25905,100,26,103
2014,34042,34248,26588,18856,26765,101,30,107
2014,34043,30901,22449,16992,23075,103,29,96
2014,35000,29518,22946,18081,21994,96,25,102
2014,35002,31967,25672,18512,25697,100,25,105
2014,35005,32522,25082,18438,27216,109,28,104
2014,35006,30891,25063,17055,23765,95,26,96
2014,35011,28410,22336,17911,20113,90,25,101
2014,35013,27852,21648,17768,20176,93,26,100
2014,35014,32185,25706,18207,24634,96,27,103
2014,35029,31949,23547,20207,23118,98,28,114
2014,36000,31690,24953,17902,24869,100,25,101
2014,36006,32816,26009,17970,27745,107,28,102
2014,36007,31521,25056,17805,24735,99,24,101
2014,36008,31723,25418,18123,24276,96,23,102
2014,36010,31305,25390,17261,24953,98,25,98
2014,36011,32032,25824,17745,25900,100,26,100
2014,36012,30950,24217,17285,23502,97,27,98
2014,36015,31968,24742,18261,24957,101,25,103
2014,36019,30033,23696,16724,23366,99,27,95
2014,37000,31672,25010,17625,25217,101,25,100
2014,37002,32339,25550,17867,26671,104,24,101
2014,37007,30396,24068,17190,23489,98,26,97
2014,37010,31771,25759,17453,25206,98,24,99
2014,37011,31103,24762,17143,24255,98,22,97
2014,37012,32309,25200,18024,25463,101,25,102
2014,37015,31633,24759,18143,24495,99,24,103
2014,37017,32072,25742,17354,26324,102,25,98
