year,municipality_nis_code,Gemiddeld_inkomen_per_aangifte,Mediaan_inkomen_per_aangifte,Gemiddeld_inkomen_per_inwoner,Interkwartiel_verschil,Interkwartiele_coefficient,Interkwartiele_assymmetrie,Welvaartsindex
2007,73109,25152,19411,13739,20756,106.93,21.89,93.89
2007,80000,25486,19479,13860,21588,110.82,21.54,94.72
2007,81000,31276,23740,16401,26001,109.52,18.02,112.08
2007,81001,32385,23732,17367,27760,116.97,20.99,118.68
2007,81003,38935,27947,17711,37854,135.45,27.57,121.04
2007,81004,26961,22263,14146,21383,96.05,13.23,96.67
2007,81013,24907,20211,14044,21830,108.01,17.08,95.98
2007,81015,33067,26060,17159,27270,104.65,17.09,117.26
2007,82000,23514,18393,12819,20210,109.87,22.24,87.61
2007,82003,23810,18741,12910,20702,110.46,19.45,88.23
2007,82005,23904,19199,12360,21474,111.85,20.71,84.47
2007,82009,29500,21213,14959,25165,118.63,20.75,102.23
2007,82014,22257,17335,12724,18124,104.55,23.51,86.96
2007,82032,22524,17874,13031,18901,105.75,22.66,89.05
2007,82036,24877,19478,12689,22220,114.08,21.08,86.71
2007,82037,22196,17858,11986,19362,108.42,21.6,81.91
2007,82038,22263,17155,12437,18385,107.16,29.08,84.99
2007,83000,22352,17621,12662,18230,103.46,22.57,86.53
2007,83012,21659,16941,12608,17347,102.4,26.26,86.16
2007,83013,22347,17525,12749,19030,108.59,25.71,87.13
2007,83028,21972,17823,12072,17938,100.64,19.88,82.5
2007,83031,20689,15840,11987,16204,102.3,25.61,81.92
2007,83034,23049,18214,12922,19048,104.58,21.18,88.31
2007,83040,23748,19108,12921,19912,104.21,19.86,88.3
2007,83044,20630,16582,11995,16856,101.65,23,81.97
2007,83049,23141,18534,13025,21089,113.79,23.45,89.01
2007,83055,22481,16992,13013,18058,106.27,26.89,88.93
2007,84000,23417,18022,13066,19353,107.38,23.91,89.29
2007,84009,22731,18047,12951,18540,102.74,20.85,88.5
2007,84010,20809,15360,12400,15235,99.19,30.79,84.74
2007,84016,22106,16915,12590,15677,92.68,24.42,86.04
2007,84029,22033,17778,12620,16716,94.03,19.47,86.25
2007,84033,26284,20056,13418,24990,124.6,26.67,91.69
2007,84035,24188,18799,13479,21000,111.71,22.63,92.11
2007,84043,24150,18639,13192,20973,112.52,22.45,90.15
2007,84050,22101,17390,12286,17540,100.87,24.22,83.96
2007,84059,23226,18001,13166,19738,109.65,24.03,89.97
2007,84068,23574,18748,12981,19289,102.88,17.39,88.71
2007,84075,22359,17271,12189,17304,100.19,26.99,83.3
2007,84077,25003,19194,13847,22200,115.67,23.27,94.63
2007,85000,26937,20342,14119,22605,111.12,22.9,96.49
2007,85007,24448,18888,13164,20297,107.46,23.44,89.96
2007,85009,33523,23623,16188,31416,132.99,31.85,110.63
2007,85011,21396,16041,12804,15996,99.72,31.68,87.5
2007,85024,24781,20391,13409,19759,96.9,13.19,91.64
2007,85026,27952,22856,14099,23059,100.89,16.38,96.35
2007,85034,30556,22109,15727,25683,116.16,26.45,107.48
2007,85039,26272,20576,13261,21911,106.49,21.83,90.62
2007,85045,25408,19934,13322,20649,103.59,18.73,91.04
2007,85046,30890,22468,15769,27549,122.61,25.84,107.76
2007,85047,23823,19150,12447,20823,108.74,18.54,85.06
2007,90000,24404,18432,13969,19799,107.42,24.79,95.46
2007,91000,22897,17621,13051,18140,102.94,24.7,89.19
2007,91005,22921,17905,13144,17923,100.1,23.4,89.82
2007,91013,21727,17086,12339,17452,102.14,26.92,84.32
2007,91015,20744,16311,11947,15464,94.81,27.71,81.64
2007,91030,23516,18136,13534,18790,103.61,23.74,92.49
2007,91034,21656,15881,12928,16494,103.86,33.84,88.35
2007,91054,21781,17293,12357,16986,98.23,23.83,84.44
2007,91059,26408,20298,14057,23366,115.11,26.62,96.06
2007,91064,24192,18451,13123,19091,103.47,21.27,89.68
2007,91072,22696,17195,13196,17278,100.49,24.84,90.18
2007,91103,23639,17920,13156,20772,115.92,30.87,89.91
2007,91114,22307,17957,12567,18154,101.1,20.14,85.88
2007,91120,23015,18052,12748,19203,106.38,24.76,87.12
2007,91141,26357,20044,14789,22780,113.65,25.39,101.06
2007,91142,20220,15390,12163,13547,88.03,31.01,83.12
2007,91143,20048,15725,11345,14475,92.06,29.92,77.53
2007,92000,25314,18901,14517,20980,111,25.14,99.21
2007,92003,22647,17318,12991,17418,100.57,27.74,88.78
2007,92006,29584,22135,16189,26717,120.7,23.39,110.63
2007,92035,27947,20597,15501,24370,118.32,27.21,105.93
2007,92045,27128,20638,15032,23051,111.69,26.04,102.73
2007,92048,24906,18983,13486,21455,113.02,26.5,92.16
2007,92054,27158,20547,14801,24692,120.17,25.29,101.15
2007,92087,24589,18895,13528,20157,106.68,24.75,92.45
2007,92094,24547,18188,14725,19852,109.15,24.64,100.63
2007,92097,24326,19249,13388,21341,110.87,24.38,91.49
2007,92101,27625,20811,15298,23990,115.27,22.82,104.54
2007,92114,26917,20090,14654,24003,119.47,32.9,100.14
2007,92137,22214,17117,13052,17057,99.65,28.8,89.2
2007,92138,28379,21102,15186,24561,116.39,27.16,103.78
2007,92140,25063,19171,13807,20715,108.05,26.58,94.35
2007,92141,31134,22565,16531,29242,129.59,29.5,112.97
2007,92142,28464,20576,15963,24896,120.99,26.61,109.09
2007,93000,22636,17664,12939,17662,99.99,24.39,88.42
2007,93010,22145,17988,12347,17097,95.05,21.08,84.37
2007,93014,20243,15601,11736,14853,95.2,32.77,80.2
2007,93018,21860,17101,12303,15918,93.08,23.17,84.08
2007,93022,23567,18424,13340,18594,100.92,22.09,91.17
2007,93056,22067,17560,12762,17239,98.17,23.73,87.21
2007,93088,25704,19967,14363,21322,106.79,26.18,98.15
2007,93090,19186,15281,11671,13479,88.2,30.44,79.76
2008,1000,26722,20142,15266,20837,103.45,22.98,100
2008,2000,28022,21390,16199,21779,101.82,22.64,106.11
2008,3000,25159,18764,14377,19423,103.51,27.01,94.17
2008,3001,25975,20381,13951,19231,94.36,19.84,91.39
2008,4000,23972,16959,12740,17917,105.65,30.04,83.45
2008,10000,27704,21196,16103,21232,100.17,21.53,105.48
2008,11000,27512,20778,15998,20953,100.84,21.13,104.79
2008,11001,34517,24443,20047,28329,115.9,31.59,131.32
2008,11002,24220,19001,14273,17812,93.74,18.65,93.49
2008,11004,31401,22791,17936,26343,115.58,24.42,117.49
2008,11005,25886,20579,15264,18523,90.01,19.88,99.98
2008,11007,27849,22272,17137,20859,93.66,18.42,112.25
2008,11008,32640,22329,18950,25723,115.2,28.33,124.13
2008,11009,30189,23042,16777,25529,110.79,24.52,109.89
2008,11013,33120,23452,19745,25692,109.55,28.92,129.34
2008,11016,28034,22036,14883,23057,104.63,23.18,97.49
2008,11018,27707,22307,16094,20015,89.72,23.04,105.42
2008,11021,37928,24482,21130,32842,134.14,33.79,138.41
2008,11022,30612,22869,16800,25962,113.52,27.11,110.05
2008,11023,32682,23167,18637,26444,114.15,29.32,122.08
2008,11024,32815,23377,18571,27596,118.05,30.94,121.65
2008,11025,32387,24033,18010,29014,120.73,28.28,117.97
2008,11029,29952,22495,17933,23787,105.74,22.14,117.47
2008,11030,26311,21788,15384,19269,88.44,20.65,100.77
2008,11035,30955,22837,17544,25914,113.47,28.38,114.92
2008,11037,30590,23072,17636,24720,107.14,27.51,115.52
2008,11038,29988,22940,17056,24061,104.88,28.83,111.72
2008,11039,35943,22779,19983,29043,127.5,29.09,130.9
2008,11040,29703,22002,17242,22653,102.96,24.57,112.94
2008,11044,31107,24475,17928,25275,103.27,30.01,117.44
2008,11050,28918,21691,17302,23509,108.38,27.18,113.33
2008,11052,29112,22144,16885,23334,105.38,24.56,110.6
2008,11053,27718,21902,15205,23283,106.3,21.8,99.6
2008,11054,29659,22447,17254,25007,111.41,24.06,113.02
2008,11055,32024,22934,18076,27955,121.9,27.75,118.41
2008,11056,29011,22801,17644,22111,96.97,26.66,115.57
2008,11057,28482,22006,16208,22924,104.17,19.89,106.17
2008,12000,28458,21686,16642,22141,102.1,23.73,109.01
2008,12002,27409,21442,15826,20856,97.26,22.84,103.67
2008,12005,35489,23568,20274,29762,126.28,33.03,132.8
2008,12007,30250,22732,17502,24367,107.19,29.11,114.64
2008,12009,28703,21701,17071,22942,105.72,23.52,111.82
2008,12014,27217,21538,16027,20489,95.13,20.66,104.98
2008,12021,27673,21171,16754,21109,99.7,21.67,109.74
2008,12025,27349,21273,16178,21029,98.85,19.08,105.97
2008,12026,27558,21352,15794,21110,98.87,26.66,103.46
2008,12029,28842,21625,16862,22678,104.87,25.31,110.45
2008,12030,30196,22870,17250,24116,105.45,28.72,113
2008,12034,29135,21751,16429,24249,111.49,31.74,107.62
2008,12035,30247,22657,17220,25585,112.92,25.59,112.8
2008,12040,27691,21380,15950,20578,96.25,25.85,104.48
2008,13000,27572,21786,15941,21181,97.22,20.88,104.42
2008,13001,26173,21525,14533,19893,92.42,19.15,95.19
2008,13002,24365,19334,13360,17991,93.05,22.83,87.52
2008,13003,26594,21725,15382,19756,90.94,21.68,100.76
2008,13004,29733,22909,16530,23999,104.76,23.68,108.28
2008,13006,26820,22025,15032,19518,88.62,19.99,98.47
2008,13008,27982,21558,16517,22030,102.19,22.14,108.19
2008,13010,29683,22223,16812,24483,110.17,27.4,110.13
2008,13011,26662,21228,16439,20105,94.71,19.13,107.68
2008,13012,27032,21068,15875,20348,96.58,23.1,103.99
2008,13013,27185,21438,15847,20217,94.3,21.92,103.81
2008,13014,27305,21134,14994,22304,105.53,17.94,98.22
2008,13016,26877,21414,15597,20489,95.68,22.81,102.17
2008,13017,28781,22311,16308,23131,103.68,24.67,106.82
2008,13019,27866,22145,16010,22063,99.63,19.87,104.87
2008,13021,27418,21918,16117,20547,93.74,22.87,105.57
2008,13023,27816,22168,15102,23570,106.32,18.83,98.93
2008,13025,27915,21822,16224,21222,97.25,22.74,106.28
2008,13029,28203,22618,16290,21611,95.55,24.99,106.71
2008,13031,30617,22857,17208,24977,109.27,26.1,112.72
2008,13035,26225,21275,14426,21056,98.97,17.82,94.5
2008,13036,27744,22301,15104,21444,96.16,19.92,98.94
2008,13037,25865,21608,14479,18971,87.8,17.03,94.84
2008,13040,25590,20520,15634,18814,91.69,15.77,102.41
2008,13044,26575,21368,15705,20355,95.26,16.46,102.87
2008,13046,33060,23919,18597,26360,110.2,27.97,121.82
2008,13049,28522,22831,16585,22194,97.21,22.94,108.64
2008,13053,27091,22087,15963,20382,92.28,20,104.56
2008,20001,31823,22978,17954,25798,112.28,26.61,117.6
2008,20002,31524,21506,17512,26897,125.06,28.94,114.71
2008,21000,23972,16959,12740,17917,105.65,30.04,83.45
2008,21001,20168,15762,11260,14491,91.93,29.96,73.75
2008,21002,29920,21100,16242,24546,116.33,23.84,106.39
2008,21003,25958,19157,14622,20204,105.47,26.18,95.78
2008,21004,21948,15363,11485,16146,105.1,35.64,75.23
2008,21005,24869,17977,12535,19510,108.53,27.32,82.11
2008,21006,23708,18292,12911,18106,98.98,24.34,84.57
2008,21007,23421,17239,13192,17369,100.75,28.7,86.41
2008,21008,24498,18268,14712,17678,96.77,25.69,96.37
2008,21009,25444,17031,13310,20094,117.98,30.53,87.19
2008,21010,23712,18352,13898,18166,98.99,24.19,91.03
2008,21011,22029,16554,12126,16198,97.85,31.74,79.43
2008,21012,19391,14898,9755.3,14060,94.37,33.64,63.9
2008,21013,20052,14720,10767,14586,99.09,32.93,70.53
2008,21014,16739,12981,8089.9,12587,96.96,26.67,52.99
2008,21015,21030,15477,10755,15973,103.2,31.91,70.45
2008,21016,31871,19926,16833,24079,120.84,29.54,110.26
2008,21017,30184,20479,17446,25301,123.55,28.57,114.28
2008,21018,29364,20635,15272,24088,116.74,25.42,100.04
2008,21019,35711,22090,17514,28693,129.89,27.57,114.72
2008,23000,32143,23050,17954,26174,113.55,27.15,117.6
2008,23002,31165,22600,17904,25244,111.7,25.38,117.28
2008,23003,33774,23387,18656,27404,117.18,29.12,122.2
2008,23009,30643,21692,16697,27092,124.89,33.02,109.37
2008,23016,32465,23456,18781,27119,115.62,26.07,123.02
2008,23023,30742,23621,17583,25699,108.79,27.54,115.18
2008,23024,32097,22954,18119,26861,117.02,33.03,118.69
2008,23025,33054,23806,19224,26579,111.65,25.86,125.93
2008,23027,28247,21840,16678,21267,97.38,24.9,109.25
2008,23032,31522,22793,17655,27191,119.3,29.15,115.65
2008,23033,35312,22915,18484,29363,128.14,31.13,121.08
2008,23038,34506,23911,19517,31016,129.71,32.79,127.84
2008,23039,31588,23534,18429,25769,109.49,30.85,120.72
2008,23044,29097,22593,16790,22102,97.83,23.31,109.98
2008,23045,31246,23418,17925,25106,107.21,26.66,117.41
2008,23047,27552,22031,15282,21781,98.86,17.91,100.1
2008,23050,35864,24679,20340,30909,125.24,28.78,133.24
2008,23052,31026,23126,17993,25238,109.13,24.26,117.86
2008,23060,31328,23796,17931,25792,108.39,28.21,117.45
2008,23062,37474,23755,18513,32519,136.89,33.52,121.27
2008,23064,31731,22710,17871,28913,127.31,30.52,117.06
2008,23077,28872,21870,16384,22831,104.39,23.96,107.32
2008,23081,34079,24544,19385,27952,113.89,30.56,126.98
2008,23086,31591,23675,18257,26815,113.27,27.18,119.59
2008,23088,27891,21620,15654,21903,101.31,21.92,102.54
2008,23094,31384,23032,16714,25976,112.78,25.82,109.48
2008,23096,34653,25378,19538,30470,120.07,30.91,127.98
2008,23097,30937,22607,17388,26801,118.55,30.32,113.9
2008,23098,25184,20041,14835,19233,95.97,16.74,97.18
2008,23099,38661,23613,17937,31887,135.04,27.64,117.5
2008,23100,33006,22593,18535,29147,129.01,27.4,121.41
2008,23101,38644,22900,19680,31116,135.88,32.25,128.91
2008,23102,33001,22060,18855,25890,117.36,27.16,123.51
2008,23103,38717,23997,18466,34664,144.45,30.19,120.96
2008,23104,33395,24181,18956,27700,114.55,28,124.17
2008,23105,33013,24409,18286,26580,108.9,29.79,119.78
2008,24000,31440,22890,17954,25362,110.8,25.99,117.61
2008,24001,28693,22260,17311,21395,96.11,22.32,113.39
2008,24007,29742,22905,17099,24201,105.66,27.43,112
2008,24008,28276,21222,16058,23055,108.64,28.3,105.19
2008,24009,34329,24211,18693,30480,125.89,30.16,122.45
2008,24011,37209,25370,20279,33106,130.49,31.26,132.84
2008,24014,34135,24205,19198,28936,119.55,30.11,125.75
2008,24016,34073,25020,18759,29280,117.03,28.1,122.88
2008,24020,28051,21951,16719,21118,96.2,17.81,109.52
2008,24028,26745,20761,15151,20680,99.61,27.61,99.24
2008,24033,31824,23087,17982,26710,115.69,30.62,117.79
2008,24038,36366,24957,20174,31874,127.71,31.18,132.15
2008,24041,32797,23983,18562,27647,115.27,24.39,121.59
2008,24043,33851,24323,18437,31372,128.98,34.78,120.77
2008,24045,34139,23432,18497,29529,126.02,31.82,121.16
2008,24048,40044,24313,21897,33470,137.66,35.4,143.43
2008,24054,27995,21515,15814,22587,104.98,32.43,103.59
2008,24055,35129,24517,19382,29184,119.04,29.91,126.96
2008,24059,28898,22687,16913,22507,99.21,24.82,110.78
2008,24062,29886,22295,17643,24191,108.5,19.48,115.57
2008,24066,37368,25460,20323,33287,130.74,31.98,133.13
2008,24086,39225,25938,21268,34759,134,32.87,139.31
2008,24094,33145,23525,18605,28469,121.02,30.94,121.87
2008,24104,38028,24195,17913,31464,130.04,32.28,117.34
2008,24107,27400,21380,16724,20370,95.28,21.5,109.55
2008,24109,30579,22286,17544,25088,112.57,26.25,114.92
2008,24130,27172,21511,15984,21321,99.12,23.88,104.7
2008,24133,28914,22634,16603,22596,99.84,24.58,108.76
2008,24134,27587,22161,16367,20311,91.65,20.3,107.21
2008,24135,30132,22481,17221,25758,114.58,30.64,112.8
2008,24137,31031,23721,17195,27486,115.87,27.61,112.64
2008,25000,31524,21506,17512,26897,125.06,28.94,114.71
2008,25005,33887,23707,18347,31240,131.78,29.98,120.18
2008,25014,31603,22222,18105,27370,123.17,27.17,118.59
2008,25015,30225,21484,17058,25636,119.33,29.93,111.74
2008,25018,36689,22889,19631,34538,150.89,35.24,128.59
2008,25023,31827,22342,17178,28032,125.47,27.31,112.52
2008,25031,30550,21534,17041,26326,122.26,27.19,111.63
2008,25037,33854,21919,18446,28588,130.43,32.25,120.83
2008,25043,31282,21432,16706,29245,136.45,33.2,109.43
2008,25044,30859,21725,17272,26132,120.28,30.01,113.14
2008,25048,28605,19836,16348,23956,120.77,30.51,107.09
2008,25050,34330,21428,18455,29950,139.77,34.58,120.88
2008,25068,33351,22544,18248,29868,132.49,31.78,119.53
2008,25072,29097,20731,17720,22901,110.47,23.94,116.07
2008,25084,30189,21806,16753,26548,121.75,28.59,109.74
2008,25091,34371,22147,18907,29376,132.64,29.53,123.85
2008,25105,25599,19853,14559,19517,98.31,23.08,95.37
2008,25107,31077,22403,17181,27865,124.38,28.24,112.54
2008,25110,35684,22415,18212,30214,134.79,29.58,119.3
2008,25112,29890,20962,17250,24964,119.09,27.5,112.99
2008,25117,32659,22755,17260,32096,141.05,31.61,113.06
2008,25118,29378,21629,16714,24127,111.55,26.25,109.48
2008,25119,41794,22512,21559,34262,152.2,34.04,141.22
2008,25120,29830,21985,16263,25499,115.98,27.43,106.53
2008,25121,29740,20602,16456,27677,134.34,25.85,107.79
2008,25122,31047,22558,16331,27812,123.29,30.88,106.97
2008,25123,27579,20554,15672,22646,110.18,27.99,102.66
2008,25124,34266,23145,18418,31739,137.13,35.58,120.64
2008,30000,26294,20265,15382,20320,100.27,24.16,100.76
2008,31000,27955,20780,16659,22139,106.54,26.32,109.12
2008,31003,27707,20985,15868,24058,114.64,28.69,103.94
2008,31004,22772,17688,14942,16257,91.91,28.36,97.88
2008,31005,27346,21137,16572,21788,103.08,22.95,108.55
2008,31006,27020,20459,15377,23449,114.61,28.45,100.73
2008,31012,30575,22491,16840,27135,120.65,30.01,110.31
2008,31022,28547,22102,15963,24057,108.84,24.37,104.56
2008,31033,26585,20727,15671,21323,102.88,25,102.65
2008,31040,28451,22284,15629,23732,106.5,24.27,102.38
2008,31042,29102,22139,16175,25242,114.02,23.8,105.95
2008,31043,32449,19604,20332,22529,114.92,34.37,133.18
2008,32000,23832,19081,13601,18730,98.16,23.88,89.09
2008,32003,23823,18859,13603,19147,101.52,25.43,89.11
2008,32006,23562,19205,13336,17505,91.15,17.84,87.35
2008,32010,24092,19610,14057,18287,93.25,24.52,92.08
2008,32011,24350,19566,13877,18785,96.01,24.99,90.9
2008,32030,22041,16566,12200,18404,111.09,32.67,79.91
2008,33000,24149,19432,13803,18626,95.86,21.31,90.41
2008,33011,24587,19402,14532,18845,97.13,20.71,95.19
2008,33016,20230,17705,11539,14001,79.08,14.59,75.58
2008,33021,23756,19078,13433,18702,98.03,22.94,87.99
2008,33029,24808,20381,14067,17955,88.1,21.23,92.14
2008,33037,24709,20442,13693,19914,97.42,20.87,89.69
2008,33039,21995,17840,12463,16415,92.02,20.09,81.64
2008,33040,24257,19201,13428,19535,101.74,28.84,87.96
2008,33041,22384,17693,12307,17761,100.38,26.44,80.62
2008,34000,26815,20902,15343,20555,98.34,23.31,100.5
2008,34002,28617,22768,15519,24384,107.1,24.03,101.65
2008,34003,25566,20716,14803,18975,91.59,19.81,96.97
2008,34009,27224,21852,15203,22166,101.44,23.81,99.59
2008,34013,26560,21353,15239,20111,94.18,23.52,99.82
2008,34022,26750,19941,15764,19870,99.64,22.93,103.26
2008,34023,26843,20809,15257,21115,101.47,27.94,99.94
2008,34025,26676,21692,15140,21232,97.88,20.21,99.17
2008,34027,24172,19628,13932,16782,85.5,19.76,91.26
2008,34040,27822,21688,15822,22737,104.84,23.57,103.64
2008,34041,27118,21575,15290,21503,99.67,24.65,100.16
2008,34042,28483,22070,15812,22148,100.35,25.98,103.57
2008,34043,25721,19247,13991,18630,96.79,25.8,91.64
2008,35000,24444,19162,15148,18332,95.67,23.15,99.23
2008,35002,26419,21050,15589,21102,100.25,23.5,102.11
2008,35005,25728,20349,14489,20976,103.08,22.09,94.91
2008,35006,25097,20284,14097,19661,96.93,25.02,92.34
2008,35011,23635,18697,14735,16876,90.26,22.87,96.52
2008,35013,23362,18408,15240,17037,92.55,22.63,99.83
2008,35014,26369,20842,14950,21148,101.47,28.76,97.93
2008,35029,26563,19412,16628,19975,102.9,28.32,108.92
2008,36000,26371,20766,15018,20849,100.4,24.22,98.37
2008,36006,27154,21349,14876,23106,108.23,24.7,97.44
2008,36007,25682,20850,14437,19773,94.84,20.63,94.56
2008,36008,26450,21327,15259,20740,97.25,20.76,99.95
2008,36010,26119,20823,14229,20762,99.7,26.53,93.21
2008,36011,26991,21169,14974,23035,108.82,28.44,98.08
2008,36012,24986,19463,14204,19244,98.88,28.19,93.04
2008,36015,26891,20816,15608,21114,101.43,23.75,102.24
2008,36019,24463,19563,13589,19621,100.3,23.99,89.01
2008,37000,26055,20676,14594,21060,101.86,23.3,95.6
2008,37002,26630,20772,14787,22313,107.42,25.6,96.86
2008,37007,25192,20580,14142,19526,94.88,20.99,92.64
2008,37010,26331,21234,14338,21698,102.18,25.03,93.92
2008,37011,25561,20326,13993,21821,107.36,26.26,91.66
2008,37012,25598,19837,14359,20160,101.63,19.85,94.06
2008,37015,26469,20603,15392,20807,100.99,22.66,100.82
2008,37017,26511,21133,14523,22454,106.25,26.98,95.13
2008,37018,25753,20765,14083,21197,102.08,21.26,92.25
2008,37020,26049,20643,14876,20707,100.31,21.7,97.45
2008,38000,26847,18914,16574,19486,103.02,27.13,108.56
2008,38002,21954,17667,12245,16793,95.05,22.08,80.21
2008,38008,23895,17403,15194,16123,92.65,28.48,99.52
2008,38014,32371,20926,20133,23136,110.56,26.99,131.88
2008,38016,24026,18240,15342,17337,95.05,27.14,100.5
2008,38025,23859,18348,14256,19471,106.12,28.46,93.38
2008,40000,28082,21620,16394,22021,101.85,21.98,107.39
2008,41000,28353,21999,16796,22143,100.65,23.08,110.02
2008,41002,27721,21424,16797,21185,98.88,21.36,110.03
2008,41011,28145,22654,16552,21705,95.81,22.72,108.42
2008,41018,27121,21094,15985,20868,98.93,23.62,104.71
2008,41024,29598,22884,17460,23258,101.63,23.83,114.37
2008,41027,29014,22696,16811,23489,103.5,25.35,110.12
2008,41034,29888,23037,17011,23149,100.48,23.63,111.43
2008,41048,27848,21736,16297,21730,99.97,21.93,106.75
2008,41063,28724,21989,16604,22688,103.18,26.83,108.76
2008,41081,29287,22791,17470,24059,105.57,24.55,114.44
2008,41082,29730,22757,17719,23660,103.97,24.03,116.06
2008,42000,28059,21774,16315,21208,97.4,21.48,106.87
2008,42003,28542,21953,16232,21784,99.23,25.31,106.32
2008,42004,30366,23009,17464,23828,103.56,26.88,114.39
2008,42006,27388,21488,16333,20589,95.82,21.72,106.99
2008,42008,25830,20550,14900,18531,90.17,20.44,97.6
2008,42010,30207,22752,17565,24065,105.77,20.78,115.06
2008,42011,28515,22204,16522,21175,95.37,20.49,108.23
2008,42023,31693,21916,17912,24885,113.55,26.3,117.33
2008,42025,27609,21626,16665,20652,95.5,18.43,109.17
2008,42026,29377,23251,16813,23361,100.47,21.94,110.13
2008,42028,26549,21275,14811,19950,93.77,18.78,97.02
2008,43000,26397,20800,15476,20850,100.24,22.61,101.37
2008,43002,27524,21601,15988,22816,105.62,25.39,104.72
2008,43005,25412,20173,15355,18565,92.03,18.7,100.58
2008,43007,29097,21693,16501,24210,111.6,25.4,108.09
2008,43010,26301,20666,15113,20854,100.91,24.02,99
2008,43014,25583,20108,14758,20754,103.21,22.6,96.67
2008,43018,26095,21109,15635,20751,98.3,21.71,102.41
2008,44000,28369,21514,16687,22579,104.95,21.78,109.31
2008,44001,29742,22700,16531,25077,110.47,25.67,108.28
2008,44011,28698,22092,16337,23746,107.49,23.64,107.01
2008,44012,37954,26475,20972,35226,133.05,31.05,137.38
2008,44013,32561,23079,18856,25554,110.73,25.79,123.52
2008,44019,29502,22869,16946,24066,105.23,26.29,111
2008,44020,30410,23170,17398,24847,107.24,24.9,113.96
2008,44021,25973,20118,15913,19906,98.94,18.11,104.23
2008,44029,25994,20970,14944,20125,95.97,20.18,97.89
2008,44034,31731,23839,17521,27429,115.06,23.98,114.77
2008,44036,31872,23563,17869,27535,116.86,29.06,117.05
2008,44040,30694,23734,17720,26147,110.17,22.84,116.07
2008,44043,32616,23868,18599,27575,115.53,26.69,121.83
2008,44045,30255,22615,16992,24495,108.31,25.83,111.3
2008,44048,30100,22271,17427,26226,117.76,26.99,114.16
2008,44049,29414,21943,16318,25814,117.64,28.68,106.89
2008,44052,30680,23318,17226,26680,114.42,25.71,112.84
2008,44064,40617,24638,22786,34967,141.92,31.74,149.26
2008,44072,26718,21557,15667,20972,97.29,19.39,102.62
2008,44073,28994,22772,16614,23878,104.86,22.96,108.83
2008,44080,27180,21232,15747,21473,101.13,22.93,103.15
2008,44081,27850,22119,15582,22805,103.1,22.59,102.07
2008,45000,27626,21429,15788,21632,100.95,21.5,103.42
2008,45017,29982,21667,16698,25331,116.91,27.33,109.38
2008,45035,28489,22113,16715,22124,100.05,20.8,109.49
2008,45041,23151,18556,13115,16594,89.43,20.11,85.91
2008,45057,28531,22496,16192,22393,99.54,23.54,106.06
2008,45059,27891,21871,16375,21600,98.76,22.06,107.26
2008,45060,27377,21683,15407,22195,102.36,20.93,100.92
2008,45061,30841,23016,16718,27336,118.77,28.72,109.51
2008,45062,29335,22150,16475,26111,117.88,28.92,107.92
2008,45063,29457,22980,16616,24700,107.48,26.82,108.84
2008,45064,28320,21313,16220,24271,113.88,23.45,106.25
2008,45065,29936,22719,16768,24979,109.95,26.23,109.83
2008,46000,27950,21619,15967,21798,100.83,22.74,104.59
2008,46003,29868,22760,17124,24196,106.31,26.79,112.17
2008,46013,28823,21720,16330,22654,104.3,31.36,106.97
2008,46014,27661,21808,15502,21570,98.91,19.51,101.54
2008,46020,28961,22235,16024,23917,107.56,25.64,104.97
2008,46021,26373,20583,15508,19759,96,20.15,101.58
2008,46024,27937,21944,15782,22267,101.47,24.25,103.38
2008,46025,28179,21537,15746,21560,100.11,25.12,103.14
2008,50000,23371,17749,13436,17186,96.83,28.94,88.01
2008,51000,25235,19519,14578,19323,99,22.71,95.49
2008,51004,26048,20195,15366,20477,101.4,20.35,100.66
2008,51008,24376,18806,14040,17837,94.84,23.62,91.97
2008,51009,22788,17455,13003,16297,93.37,29.96,85.17
2008,51012,25693,20358,14572,19749,97.01,17.05,95.45
2008,51014,26257,20510,14616,21230,103.51,24.95,95.74
2008,51017,25591,19867,14724,20071,101.03,23.82,96.45
2008,51019,26444,19992,15430,20267,101.38,23.04,101.07
2008,51065,25471,20137,14560,19355,96.12,19.66,95.37
2008,52000,22217,16965,12822,15631,92.14,30.01,83.99
2008,52010,22127,17073,13000,15853,92.85,32.16,85.16
2008,52011,20448,15836,11871,13761,86.9,34.94,77.76
2008,52012,20694,16393,11985,14314,87.31,30.78,78.51
2008,52015,22465,17638,12928,16182,91.74,26.6,84.68
2008,52018,20070,15919,10687,13109,82.35,32.85,70.01
2008,52021,22895,17691,13269,17088,96.59,29.87,86.92
2008,52022,22134,17148,13013,15070,87.88,27.39,85.24
2008,52025,30840,21747,17846,25100,115.42,29.33,116.9
2008,52043,22508,17512,12924,16439,93.87,27.39,84.66
2008,52048,29973,21937,17756,24086,109.8,28.07,116.31
2008,52055,27789,21287,15595,22667,106.48,26.24,102.16
2008,52063,27860,20067,15792,22492,112.09,28.19,103.45
2008,52074,23789,18101,13263,17221,95.14,26.29,86.87
2008,52075,29029,21221,16307,23368,110.12,26.89,106.82
2008,53000,23012,17274,13260,17032,98.6,32.09,86.86
2008,53014,20415,15800,12056,14131,89.44,37.71,78.97
2008,53020,21429,16072,12600,14941,92.96,38.03,82.54
2008,53028,22395,17248,13166,16156,93.67,31.3,86.24
